,natural_language,parsed_utterance
9869,what's your motivation for deciding the predictions of outdoor temperature warmer than 21.82399577 and indoor temperature yocolderunger than 15.25,filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 15.25 and explain features [e]
9870,what's your motivation for deciding the predictions of past electricity warmer than 640.4 and outdoor temperature yocolderunger than 21.82399577,filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.82399577 and explain features [e]
9871,what's your motivation for deciding the predictions of indoor temperature more than 15.25,filter indoor_temperature greater than 15.25 and explain features [e]
9872,what's your motivation for deciding the predictions of past electricity warmer than 1929.025 and indoor temperature yocolderunger than 15.25,filter past_electricity greater than 1929.025 and filter indoor_temperature less than 15.25 and explain features [e]
9873,what's your motivation for deciding the predictions of indoor temperature warmer than 13.25 and outdoor temperature yocolderunger than 21.5,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and explain features [e]
9874,what's your motivation for deciding the predictions of past electricity warmer than 640.4 and indoor temperature yocolderunger than 13.25,filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and explain features [e]
9875,what's your motivation for deciding the predictions of past electricity is not less than 1929.025,filter past_electricity greater equal than 1929.025 and explain features [e]
9876,what's your motivation for deciding the predictions of indoor temperature not equal to 13.25,filter indoor_temperature not equal to 13.25 and explain features [e]
9877,what's your motivation for deciding the predictions of outdoor temperature is not greater than 21.82399577,filter outdoor_temperature less equal than 21.82399577 and explain features [e]
9878,what's your motivation for deciding the predictions of indoor temperature warmer than 15.25 and past electricity yocolderunger than 1929.025,filter indoor_temperature greater than 15.25 and filter past_electricity less than 1929.025 and explain features [e]
9879,what's your motivation for deciding the predictions of indoor temperature of 13.25,filter indoor_temperature equal to 13.25 and explain features [e]
9880,what's your motivation for deciding the predictions of past electricity less than 1929.025,filter past_electricity less than 1929.025 and explain features [e]
9881,what's your motivation for deciding the predictions of indoor temperature is not less than 13.25,filter indoor_temperature greater equal than 13.25 and explain features [e]
9882,what's your motivation for deciding the predictions of outdoor temperature is not less than 21.82399577,filter outdoor_temperature greater equal than 21.82399577 and explain features [e]
9883,what's your motivation for deciding the predictions of outdoor temperature the same or more than 21.82399577,filter outdoor_temperature greater equal than 21.82399577 and explain features [e]
9884,what's your motivation for deciding the predictions of indoor temperature equal to or below 13.25,filter indoor_temperature less equal than 13.25 and explain features [e]
9885,what's your motivation for deciding the predictions of past electricity exceeds 1929.025,filter past_electricity greater than 1929.025 and explain features [e]
9886,what's your motivation for deciding the predictions of indoor temperature is equal to but not greater than 13.25,filter indoor_temperature less equal than 13.25 and explain features [e]
9887,what's your motivation for deciding the predictions of outdoor temperature exceeds 21.82399577,filter outdoor_temperature greater than 21.82399577 and explain features [e]
9888,what's your motivation for deciding the predictions of outdoor temperature upper than 21.5,filter outdoor_temperature greater than 21.5 and explain features [e]
9889,what's your motivation for deciding the predictions of past electricity equal to or below 640.4,filter past_electricity less equal than 640.4 and explain features [e]
9890,what's your motivation for deciding the predictions of everything but not indoor temperature of 15.25,filter indoor_temperature not equal to 15.25 and explain features [e]
9891,what's your motivation for deciding the predictions of outdoor temperature more than 21.5,filter outdoor_temperature greater than 21.5 and explain features [e]
9892,what's your motivation for deciding the predictions of past electricity the same or more than 640.4,filter past_electricity greater equal than 640.4 and explain features [e]
9893,what's your motivation for deciding the predictions of outdoor temperature warmer than 21.82399577 and indoor temperature yocolderunger than 13.25,filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 13.25 and explain features [e]
9894,what's your motivation for deciding the predictions of past electricity of 1929.025,filter past_electricity equal to 1929.025 and explain features [e]
9895,what's your motivation for deciding the predictions of outdoor temperature the same or more than 21.5,filter outdoor_temperature greater equal than 21.5 and explain features [e]
9896,what's your motivation for deciding the predictions of indoor temperature above 15.25,filter indoor_temperature greater than 15.25 and explain features [e]
9897,what's your motivation for deciding the predictions of past electricity not equal to 1929.025,filter past_electricity not equal to 1929.025 and explain features [e]
9898,what's your motivation for deciding the predictions of outdoor temperature above 21.82399577,filter outdoor_temperature greater than 21.82399577 and explain features [e]
9899,what's your motivation for deciding the predictions of indoor temperature not equal to 15.25,filter indoor_temperature not equal to 15.25 and explain features [e]
9900,what's your motivation for deciding the predictions of outdoor temperature is equal to but not greater than 21.82399577,filter outdoor_temperature less equal than 21.82399577 and explain features [e]
