,natural_language,parsed_utterance
11243,what's the testing accuracy for people indoor temperature older than 13.25 and past electricity younger than 640.4,filter indoor_temperature greater than 13.25 and filter past_electricity less than 640.4 and score default [e]
11244,what's the testing accuracy for people indoor temperature exceeds 13.25,filter indoor_temperature greater than 13.25 and score default [e]
11245,what's the testing accuracy for people past electricity is not less than 640.4,filter past_electricity greater equal than 640.4 and score default [e]
11246,what's the testing accuracy for people outdoor temperature equal to or below 21.5,filter outdoor_temperature less equal than 21.5 and score default [e]
11247,what's the testing accuracy for people indoor temperature older than 15.25 and past electricity younger than 1929.025,filter indoor_temperature greater than 15.25 and filter past_electricity less than 1929.025 and score default [e]
11248,what's the testing accuracy for people past electricity older than 640.4 and outdoor temperature younger than 21.82399577,filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.82399577 and score default [e]
11249,what's the testing accuracy for people past electricity is equal to but not greater than 640.4,filter past_electricity less equal than 640.4 and score default [e]
11250,what's the testing accuracy for people indoor temperature younger than 13.25,filter indoor_temperature less than 13.25 and score default [e]
11251,what's the testing accuracy for people {class_names} is what the individuals outcome under the model is,predictionfilter {non_semantic_class_names} and score default [e]
11252,what's the testing accuracy for people past electricity exceeds 1929.025,filter past_electricity greater than 1929.025 and score default [e]
11253,what's the testing accuracy for people past electricity older than 1929.025,filter past_electricity greater than 1929.025 and score default [e]
11254,what's the testing accuracy for people outdoor temperature more than 21.82399577,filter outdoor_temperature greater than 21.82399577 and score default [e]
11255,what's the testing accuracy for people indoor temperature equal to or below 13.25,filter indoor_temperature less equal than 13.25 and score default [e]
11256,what's the testing accuracy for people outdoor temperature older than 21.82399577,filter outdoor_temperature greater than 21.82399577 and score default [e]
11257,what's the testing accuracy for people the model predicts {class_names} and the label is {class_names},predictionfilter {non_semantic_class_names} and labelfilter {class_names} and score default [e]
11258,what's the testing accuracy for people outdoor temperature is equal to but not greater than 21.82399577,filter outdoor_temperature less equal than 21.82399577 and score default [e]
11259,what's the testing accuracy for people the model predicts {class_names} but actually are {class_names},predictionfilter {non_semantic_class_names} and labelfilter {non_semantic_class_names} and score default [e]
11260,what's the testing accuracy for people indoor temperature is equal to but not greater than 15.25,filter indoor_temperature less equal than 15.25 and score default [e]
11261,what's the testing accuracy for people outdoor temperature less than 21.5,filter outdoor_temperature less than 21.5 and score default [e]
11262,what's the testing accuracy for people outdoor temperature equal to or below 21.82399577,filter outdoor_temperature less equal than 21.82399577 and score default [e]
11263,what's the testing accuracy for people past electricity older than 640.4 and indoor temperature younger than 15.25,filter past_electricity greater than 640.4 and filter indoor_temperature less than 15.25 and score default [e]
11264,what's the testing accuracy for people the model predicts {class_names} but the label is {class_names},predictionfilter {non_semantic_class_names} and labelfilter {non_semantic_class_names} and score default [e]
11265,what's the testing accuracy for people outdoor temperature not equal to 21.5,filter outdoor_temperature not equal to 21.5 and score default [e]
11266,what's the testing accuracy for people outdoor temperature older than 21.5 and past electricity younger than 640.4,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 640.4 and score default [e]
11267,what's the testing accuracy for people past electricity less than 640.4,filter past_electricity less than 640.4 and score default [e]
11268,what's the testing accuracy for people outdoor temperature older than 21.82399577 and indoor temperature younger than 13.25,filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 13.25 and score default [e]
11269,what's the testing accuracy for people indoor temperature upper than 15.25,filter indoor_temperature greater than 15.25 and score default [e]
11270,what's the testing accuracy for people past electricity exceeds 640.4,filter past_electricity greater than 640.4 and score default [e]
11271,what's the testing accuracy for people outdoor temperature the same or more than 21.5,filter outdoor_temperature greater equal than 21.5 and score default [e]
11272,what's the testing accuracy for people past electricity not equal to 640.4,filter past_electricity not equal to 640.4 and score default [e]
