,natural_language,parsed_utterance
10691,how many instances have outdoor temperature the same or more than 21.82399577,filter outdoor_temperature greater equal than 21.82399577 and countdata [e]
10692,how many instances have outdoor temperature warmer than 21.5 and indoor temperature colder than 13.25,filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 13.25 and countdata [e]
10693,how many instances have past electricity exceeds 1929.025,filter past_electricity greater than 1929.025 and countdata [e]
10694,how many instances have indoor temperature of 13.25,filter indoor_temperature equal to 13.25 and countdata [e]
10695,how many instances have past electricity upper than 640.4,filter past_electricity greater than 640.4 and countdata [e]
10696,how many instances have outdoor temperature warmer than 21.82399577 and past electricity colder than 1929.025,filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 1929.025 and countdata [e]
10697,how many instances have outdoor temperature is not greater than 21.5,filter outdoor_temperature less equal than 21.5 and countdata [e]
10698,how many instances have past electricity the same or more than 640.4,filter past_electricity greater equal than 640.4 and countdata [e]
10699,how many instances have outdoor temperature is not less than 21.82399577,filter outdoor_temperature greater equal than 21.82399577 and countdata [e]
10700,how many instances have outdoor temperature warmer than 21.82399577 and past electricity colder than 640.4,filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 640.4 and countdata [e]
10701,how many instances have indoor temperature is equal to but not greater than 15.25,filter indoor_temperature less equal than 15.25 and countdata [e]
10702,how many instances have past electricity more than 640.4,filter past_electricity greater than 640.4 and countdata [e]
10703,how many instances have indoor temperature upper than 15.25,filter indoor_temperature greater than 15.25 and countdata [e]
10704,how many instances have id 61,filter id 61 and countdata [e]
10705,how many instances have past electricity warmer than 640.4,filter past_electricity greater than 640.4 and countdata [e]
10706,how many instances have indoor temperature warmer than 13.25 and past electricity colder than 640.4,filter indoor_temperature greater than 13.25 and filter past_electricity less than 640.4 and countdata [e]
10707,how many instances have everything but not outdoor temperature of 21.82399577,filter outdoor_temperature not equal to 21.82399577 and countdata [e]
10708,how many instances have past electricity less than 1929.025,filter past_electricity less than 1929.025 and countdata [e]
10709,how many instances have outdoor temperature colder than 21.5,filter outdoor_temperature less than 21.5 and countdata [e]
10710,how many instances have indoor temperature the same or more than 13.25,filter indoor_temperature greater equal than 13.25 and countdata [e]
10711,how many instances have past electricity colder than 640.4,filter past_electricity less than 640.4 and countdata [e]
10712,how many instances have past electricity colder than 1929.025,filter past_electricity less than 1929.025 and countdata [e]
10713,how many instances have past electricity above 1929.025,filter past_electricity greater than 1929.025 and countdata [e]
10714,how many instances have outdoor temperature colder than 21.82399577,filter outdoor_temperature less than 21.82399577 and countdata [e]
10715,how many instances have outdoor temperature upper than 21.82399577,filter outdoor_temperature greater than 21.82399577 and countdata [e]
10716,how many instances have indoor temperature is not less than 13.25,filter indoor_temperature greater equal than 13.25 and countdata [e]
10717,how many instances have outdoor temperature is not greater than 21.82399577,filter outdoor_temperature less equal than 21.82399577 and countdata [e]
10718,how many instances have indoor temperature not equal to 13.25,filter indoor_temperature not equal to 13.25 and countdata [e]
10719,how many instances have past electricity is equal to but not greater than 1929.025,filter past_electricity less equal than 1929.025 and countdata [e]
10720,how many instances have indoor temperature equal to or below 13.25,filter indoor_temperature less equal than 13.25 and countdata [e]
10721,how many instances have past electricity less than 640.4,filter past_electricity less than 640.4 and countdata [e]
10722,how many instances have past electricity not equal to 640.4,filter past_electricity not equal to 640.4 and countdata [e]
10723,how many instances have indoor temperature more than 15.25,filter indoor_temperature greater than 15.25 and countdata [e]
10724,how many instances have outdoor temperature is equal to but not greater than 21.5,filter outdoor_temperature less equal than 21.5 and countdata [e]
10725,how many instances have past electricity warmer than 1929.025,filter past_electricity greater than 1929.025 and countdata [e]
10726,how many instances have indoor temperature exceeds 13.25,filter indoor_temperature greater than 13.25 and countdata [e]
10727,how many instances have outdoor temperature equal to or below 21.5,filter outdoor_temperature less equal than 21.5 and countdata [e]
10728,how many instances have outdoor temperature less than 21.82399577,filter outdoor_temperature less than 21.82399577 and countdata [e]
10729,how many instances have past electricity is equal to but not greater than 640.4,filter past_electricity less equal than 640.4 and countdata [e]
10730,how many instances have everything but not past electricity of 1929.025,filter past_electricity not equal to 1929.025 and countdata [e]
10731,how many instances have past electricity not equal to 1929.025,filter past_electricity not equal to 1929.025 and countdata [e]
10732,how many instances have past electricity equal to or below 640.4,filter past_electricity less equal than 640.4 and countdata [e]
